city_id,city_name_cn,province_name,metric_year,field_name,collection_status,evidence_source_doc_ids,searched_channels,result,next_action
CN-460300,三沙市,海南省,2019,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2019,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2019,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2020,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2020,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2020,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2021,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2021,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2021,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2022,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2022,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2022,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2023,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2023,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2023,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2024,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2024,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2024,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2025,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2025,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-460300,三沙市,海南省,2025,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-SANSHA-SEARCH-2026;SRC-EVIDENCE-MISSING-SANSHA-PUBLICATION-STATUS;SRC-EVIDENCE-MISSING-SANSHA-RATING-2024,三沙市政府门户网站站内检索；海南省财政厅政府信息公开和财政公开页面；评级报告及债务公开附件,三沙市官网按年度公报、地区生产总值、一般公共预算、财政决算和政府性基金预算等关键词检索，结果主要为预算会议、审计动员和阶段性执行信息，未取得可直接入表的年度全市数值；海南省财政厅公开年报明确三沙市整体涉密不予公开；评级资料亦说明近年缺少三沙市经济财政数据。不能用海南省合计、其他市县合计、预算数或上半年数反推。,若未来公开可依法使用的三沙市年度统计公报或全市财政决算表，按同口径补录并复核；当前保持 null。
CN-542500,阿里地区,西藏自治区,2020,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-ALI-GROWTH-2020,阿里地区行政公署官方经济信息；西藏自治区统计/财政公开渠道；B2地方政府风险评级报告,官方阿里地区2020年信息公开页面只披露2020年GDP总量70.7亿元，没有按不变价格计算的实际增速；未找到同年度官方公报或年鉴的实际增速。,若取得阿里地区2020年官方统计公报/年鉴实际增速，再按全地区口径补录；不得由相邻年度总量计算。
CN-542500,阿里地区,西藏自治区,2022,gdp_real_growth_pct,evidence_based_missing,SRC-EVIDENCE-MISSING-ALI-GROWTH-2022,阿里地区行政公署官方经济信息；西藏自治区统计/财政公开渠道；B2地方政府风险评级报告,B2评级报告表格列出阿里地区2022年GDP及0.50%的增速，但脚注明确该增速由GDP绝对值计算，不是公开披露的实际增速；按本项目口径不作为定稿值。,若取得阿里地区2022年官方按不变价格计算的实际增速，替换当前空值；不得采用评级报告推算值。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2021,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2022,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2022,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2023,general_public_revenue_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2023,general_public_expenditure_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-FINANCE-INDEX;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团财政局预决算公开和信息公开目录；兵团统计局/财政局官方页面；交易所公开评级报告,兵团财政局公开目录和官方评级资料显示，2021年后未继续公开可定位的全兵团年度财政信息；2022年上半年收入、预算数或自治区代编的兵团债务收支不能代替全年度全兵团一般预算收支。,若取得兵团财政局正式年度决算或预算执行表，再补录全兵团值；当前保持 null。
CN-659000,自治区直辖县级行政区划,新疆生产建设兵团,2024,gdp_current_100m,evidence_based_missing,SRC-EVIDENCE-MISSING-XPCC-GDP-2024-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-REPORT-2025;SRC-EVIDENCE-MISSING-XPCC-GDP-INDEX-2026;SRC-EVIDENCE-MISSING-XPCC-FISCAL-POST-2021,兵团统计局统计公报和统计资料库；兵团官方新闻门户；交易所公开评级报告,兵团统计局公报目录及交易所公开评级材料仅取得2024年前三季度、2025年上半年/前三季度等阶段性GDP数据；评级材料明确未披露2024全年度经济数据，亦未取得2025全年GDP总量/实际增速。阶段性数据不能代替年度值。,若取得兵团统计局正式年度公报或年鉴，再补录全年值；当前保持 null。
